time,x,y,z,gforce
0.068,-0.03,0.10,-0.23
0.081,0.09,0.02,-0.02
0.082,0.03,-0.01,-0.23
0.083,-0.13,-0.01,-0.26
0.096,-0.06,-0.02,-0.20
0.123,0.04,-0.03,-0.12
0.138,0.07,-0.03,-0.22
0.169,-0.01,-0.01,-0.28
0.196,-0.04,0.03,-0.23
0.220,-0.02,0.04,-0.15
0.235,0.06,0.06,-0.16
0.248,0.03,0.01,-0.20
0.268,0.00,-0.03,-0.20
0.319,-0.01,-0.00,-0.12
0.333,-0.06,-0.02,-0.23
0.334,-0.03,-0.00,-0.07
0.355,0.04,0.04,-0.20
0.370,0.06,0.02,-0.23
0.398,0.03,-0.02,-0.23
0.408,-0.03,-0.03,-0.12
0.423,-0.05,-0.03,-0.12
0.451,-0.00,0.01,-0.23
0.482,0.04,0.03,-0.24
0.495,0.04,0.05,-0.16
0.508,-0.03,0.02,-0.16
0.540,-0.05,-0.05,-0.23
0.566,-0.01,0.00,-0.16
0.585,-0.03,0.03,-0.20
0.611,-0.02,0.00,-0.17
0.623,-0.02,0.00,-0.16
0.638,-0.05,0.03,-0.20
0.654,-0.02,0.01,-0.13
0.677,-0.03,-0.01,-0.13
0.724,-0.04,-0.02,-0.13
0.728,0.01,0.02,-0.20
0.756,-0.02,-0.00,-0.15
0.793,-0.02,0.01,-0.13
0.826,0.00,0.01,-0.27
0.827,-0.00,0.07,-0.19
0.842,0.02,0.01,-0.16
0.843,0.01,-0.00,-0.22
0.864,0.03,-0.01,-0.20
0.898,0.01,0.00,-0.13
0.912,0.10,-0.02,-0.23
0.941,0.04,-0.02,-0.18
0.954,0.02,0.01,-0.13
1.020,-0.04,-0.00,-0.11
1.022,0.00,-0.00,-0.13
1.023,-0.01,0.03,-0.13
1.041,-0.02,0.03,-0.20
1.059,0.02,-0.01,-0.18
1.081,0.01,-0.04,-0.26
1.108,-0.00,-0.04,-0.13
1.134,-0.00,-0.03,-0.08
1.153,0.00,-0.03,-0.13
1.174,-0.03,0.01,-0.19
1.211,0.03,0.08,-0.12
1.227,0.01,0.03,-0.13
1.230,0.03,0.04,-0.16
1.247,-0.01,0.03,-0.12
1.269,-0.04,0.06,-0.26
1.314,-0.01,-0.01,-0.16
1.324,-0.01,-0.04,-0.19
1.352,0.03,-0.01,-0.19
1.368,-0.04,0.00,-0.20
1.383,-0.06,0.03,-0.24
1.418,-0.05,-0.01,-0.22
1.423,-0.01,0.00,-0.13
1.448,0.02,0.02,-0.18
1.468,0.01,-0.01,-0.18
1.503,-0.05,-0.02,-0.22
1.510,0.03,-0.03,-0.23
1.536,0.03,-0.02,-0.16
1.561,0.03,0.01,-0.22
1.578,0.02,-0.03,-0.22
1.618,0.00,-0.06,-0.18
1.634,0.02,-0.02,-0.16
1.636,0.01,0.02,-0.16
1.654,0.01,0.02,-0.11
1.687,-0.01,0.02,-0.08
1.713,0.01,0.02,-0.20
1.728,-0.01,-0.00,-0.20
1.742,-0.01,-0.00,-0.11
1.780,-0.00,-0.02,-0.26
1.782,-0.00,-0.00,-0.22
1.912,0.01,-0.03,-0.19
1.913,-0.01,-0.00,-0.20
1.913,-0.00,-0.01,-0.18
1.914,-0.03,-0.01,-0.23
1.915,-0.02,0.02,-0.23
1.916,0.01,0.02,-0.18
1.959,0.02,0.03,-0.19
1.981,-0.01,0.03,-0.20
1.992,0.01,0.01,-0.08
2.002,-0.04,-0.01,-0.23
2.016,-0.04,-0.01,-0.23
2.074,-0.01,0.04,-0.19
2.079,0.01,0.03,-0.19
2.081,0.02,0.06,-0.19
2.111,0.03,0.03,-0.23
2.129,0.01,0.03,-0.19
2.165,0.01,-0.01,-0.16
2.177,-0.00,-0.03,-0.13
2.208,-0.00,0.03,-0.20
2.227,0.01,-0.00,-0.20
2.256,0.03,0.03,-0.19
2.280,-0.01,0.01,-0.18
2.281,-0.03,-0.02,-0.15
2.302,0.00,-0.00,-0.16
2.316,0.03,0.01,-0.22
2.331,0.03,-0.15,-0.22
2.375,0.06,-0.03,-0.12
2.391,-0.04,0.01,-0.19
2.407,-0.08,0.00,-0.15
2.420,-0.01,-0.01,-0.18
2.434,-0.03,0.03,-0.18
2.469,-0.01,0.01,-0.23
2.483,0.02,-0.01,-0.22
2.497,-0.04,0.00,-0.20
2.525,-0.04,-0.01,-0.22
2.537,-0.04,-0.03,-0.23
2.559,-0.01,0.02,-0.23
2.570,-0.01,0.03,-0.07
2.596,-0.04,0.03,-0.16
2.615,-0.07,0.03,-0.20
2.640,-0.01,0.06,-0.19
2.655,0.02,0.01,-0.13
2.676,0.03,0.03,-0.19
2.700,-0.01,-0.00,-0.20
2.719,0.01,-0.01,-0.18
2.739,0.01,-0.04,-0.18
2.822,0.00,-0.01,-0.15
2.835,0.01,0.01,-0.16
2.836,0.03,-0.01,-0.15
2.836,0.03,-0.03,-0.18
2.850,0.02,-0.05,-0.18
2.878,0.00,-0.02,-0.22
2.889,-0.01,-0.01,-0.26
2.917,0.14,-0.01,-0.23
2.944,0.14,0.00,-0.03
2.960,0.03,-0.01,-0.18
2.994,-0.00,0.03,-0.20
3.017,-0.02,0.03,-0.18
3.032,-0.06,0.03,-0.20
3.058,0.01,-0.01,-0.16
3.092,-0.00,-0.01,-0.18
3.102,-0.00,-0.01,-0.19
3.117,-0.00,-0.02,-0.16
3.133,-0.02,0.02,-0.13
3.175,-0.02,-0.02,-0.13
3.177,-0.04,-0.01,-0.23
3.213,-0.06,0.00,-0.20
3.223,-0.06,0.00,-0.16
3.254,-0.01,-0.01,-0.18
3.280,0.01,-0.03,-0.16
3.331,-0.02,-0.01,-0.19
3.333,0.01,-0.01,-0.20
3.351,-0.03,0.03,-0.23
3.367,-0.00,0.02,-0.13
3.392,-0.00,0.01,-0.20
3.403,0.02,0.01,-0.18
3.410,0.02,-0.02,-0.16
3.436,0.01,-0.01,-0.20
3.479,0.01,0.02,-0.22
3.491,-0.01,-0.03,-0.22
3.507,0.01,-0.00,-0.22
3.523,-0.02,0.04,-0.23
3.540,-0.05,0.04,-0.28
3.562,-0.02,0.02,-0.13
3.583,-0.06,-0.02,-0.16
3.609,0.01,0.01,-0.20
3.631,0.01,-0.02,-0.24
3.654,0.01,-0.03,-0.23
3.682,0.00,-0.00,-0.20
3.701,0.00,-0.02,-0.23
3.719,0.00,0.01,-0.20
3.746,-0.01,-0.03,-0.26
3.826,-0.02,0.01,-0.26
3.828,-0.02,0.01,-0.23
3.829,-0.02,0.01,-0.19
3.831,-0.02,-0.00,-0.19
3.845,-0.02,-0.00,-0.20
3.905,-0.01,-0.00,-0.22
3.906,-0.01,-0.00,-0.23
3.907,-0.01,-0.00,-0.19
4.083,-0.02,0.02,-0.16
4.085,-0.01,0.01,-0.16
4.086,-0.01,-0.02,-0.16
4.088,0.00,-0.03,-0.20
4.089,0.00,0.03,-0.16
4.090,0.02,0.01,-0.16
4.091,0.00,0.02,-0.11
4.091,-0.02,0.06,-0.12
4.118,0.00,-0.02,-0.16
4.123,-0.02,0.04,-0.16
4.154,-0.02,0.01,-0.13
4.177,0.00,0.01,-0.09
4.199,-0.02,-0.01,-0.24
4.237,0.00,-0.01,-0.19
4.266,0.00,-0.02,-0.16
4.281,0.01,-0.01,-0.18
4.283,-0.02,-0.01,-0.26
4.327,0.01,0.01,-0.15
4.329,-0.02,-0.01,-0.20
4.341,0.01,0.01,-0.23
4.368,0.02,0.01,-0.13
4.398,-0.05,-0.01,-0.15
4.403,-0.05,-0.01,-0.22
4.424,0.01,-0.01,-0.13
4.445,0.02,-0.01,-0.13
4.466,-0.01,0.03,-0.15
