time,x,y,z,gforce
0.023,-0.06,-0.03,-0.30
0.033,-0.03,0.03,-0.27
0.061,0.19,0.07,-0.03
0.073,0.17,0.05,-0.16
0.090,-0.14,-0.02,-0.20
0.114,-0.16,-0.02,-0.18
0.141,0.13,-0.01,-0.11
0.194,0.04,-0.03,-0.26
0.209,-0.08,-0.00,-0.22
0.211,0.03,-0.01,-0.16
0.244,0.06,0.03,-0.19
0.244,0.01,0.03,-0.23
0.264,0.00,-0.03,-0.16
0.284,0.01,-0.04,-0.11
0.320,-0.05,-0.03,-0.19
0.321,-0.07,-0.01,-0.20
0.350,-0.06,-0.04,-0.20
0.366,0.00,0.03,-0.20
0.386,0.03,0.03,-0.13
0.409,0.02,-0.01,-0.20
0.449,-0.01,-0.03,-0.20
0.461,-0.02,-0.03,-0.16
0.475,-0.00,-0.03,-0.16
0.491,-0.02,-0.00,-0.16
0.513,0.02,-0.00,-0.16
0.553,0.03,-0.00,-0.20
0.563,0.01,0.02,-0.24
0.583,0.01,-0.03,-0.20
0.602,-0.00,-0.03,-0.20
0.628,-0.03,-0.01,-0.11
0.647,-0.01,-0.03,-0.12
0.683,-0.05,0.00,-0.19
0.698,-0.03,-0.03,-0.20
0.717,-0.01,-0.03,-0.13
0.728,-0.04,0.04,-0.13
0.775,0.03,0.07,-0.16
0.776,0.05,0.07,-0.20
0.788,0.07,0.06,-0.20
0.803,0.07,-0.00,-0.13
0.826,0.05,-0.03,-0.20
0.839,-0.08,-0.07,-0.26
0.864,-0.08,-0.09,-0.23
0.883,-0.03,-0.05,-0.26
0.909,0.01,0.01,-0.23
0.932,0.02,0.01,-0.16
0.955,0.02,0.02,-0.20
0.988,0.07,0.05,-0.20
1.003,0.05,0.02,-0.15
1.005,-0.01,0.00,-0.16
1.024,0.03,0.00,-0.11
1.064,0.04,0.03,-0.19
1.065,0.02,0.02,-0.23
1.087,-0.01,0.00,-0.16
1.106,-0.05,-0.02,-0.34
1.127,-0.02,0.02,-0.13
1.190,-0.01,0.00,-0.20
1.195,-0.01,-0.01,-0.22
1.197,0.00,-0.02,-0.16
1.267,-0.02,-0.02,-0.20
1.281,-0.06,-0.02,-0.20
1.283,-0.00,-0.00,-0.20
