time,x,y,z,gforce
0.020,0.04,0.10,-0.17
0.030,0.01,-0.02,0.03
0.047,0.01,-0.06,-0.22
0.080,-0.12,-0.01,-0.32
0.110,-0.09,0.04,-0.16
0.131,0.04,0.06,-0.13
0.149,0.04,-0.04,-0.30
0.180,0.03,0.02,-0.30
0.199,0.03,0.03,-0.13
0.214,0.02,-0.02,-0.16
0.230,-0.05,-0.03,-0.23
0.258,-0.03,0.01,-0.20
0.280,0.01,0.05,-0.16
0.297,0.03,0.01,-0.13
0.313,0.03,-0.00,-0.23
0.330,0.00,0.02,-0.21
0.351,-0.04,0.02,-0.21
0.369,-0.05,0.01,-0.20
0.414,-0.05,0.01,-0.24
0.457,0.02,-0.00,-0.24
0.469,0.09,0.02,-0.15
0.470,0.06,0.02,-0.12
0.490,0.06,-0.00,-0.16
0.517,0.00,-0.03,-0.15
0.544,-0.02,-0.03,-0.16
0.555,-0.09,-0.03,-0.17
0.571,-0.10,-0.04,-0.19
0.596,-0.08,0.00,-0.17
0.618,-0.04,0.03,-0.19
0.645,0.07,0.00,-0.30
0.658,0.11,0.06,-0.23
0.693,0.14,0.03,-0.15
0.702,0.11,0.07,-0.19
0.726,0.01,-0.01,-0.19
0.744,-0.05,-0.02,-0.21
0.770,-0.02,-0.02,-0.17
0.789,-0.03,-0.02,-0.20
0.817,0.00,0.01,-0.20
0.849,0.03,-0.05,-0.20
0.861,0.02,-0.06,-0.08
0.878,-0.02,-0.00,-0.20
0.903,-0.02,0.01,-0.21
0.923,-0.03,0.04,-0.16
0.976,0.03,0.02,-0.17
0.989,0.04,-0.00,-0.20
0.990,0.08,0.02,-0.20
1.008,0.02,0.01,-0.32
1.022,0.00,0.02,-0.23
1.049,-0.00,0.01,-0.23
1.059,-0.01,-0.01,-0.27
1.081,-0.02,0.02,-0.27
1.102,0.05,0.01,-0.26
1.143,-0.00,0.01,-0.20
1.146,-0.05,-0.01,-0.23
1.171,0.01,0.03,-0.16
1.190,0.05,0.05,-0.20
1.217,0.02,0.05,-0.15
1.249,0.04,0.07,-0.20
1.259,0.04,0.03,-0.23
1.276,-0.48,-1.37,1.45
1.299,-1.23,-0.48,3.93
1.322,-1.21,1.64,1.60
1.363,0.60,1.26,1.77
1.429,0.42,0.42,-1.71
1.434,0.44,0.32,-3.97
1.447,-0.83,-1.53,-2.96
1.458,-1.90,-1.47,2.43
1.512,-0.21,0.07,1.70
1.516,0.73,0.41,-0.67
1.542,0.75,0.21,-1.06
1.544,0.41,0.21,-0.50
1.556,-0.31,0.35,0.35
1.563,-0.50,0.17,0.23
1.588,-0.48,-0.10,-0.33
1.599,-0.01,-0.01,-0.72
1.613,0.04,0.13,-0.23
1.639,0.09,0.20,0.10
1.689,-0.12,0.15,-0.04
1.691,-0.24,0.06,-0.30
1.711,-0.13,0.11,-0.30
1.715,-0.04,0.12,-0.24
1.740,0.02,0.14,-0.17
1.769,0.04,0.16,-0.15
1.785,0.02,0.16,-0.28
1.808,-0.04,0.14,-0.24
1.830,-0.14,0.06,-0.05
1.858,-0.10,0.10,-0.16
1.883,-0.02,0.13,-0.11
1.893,-0.02,0.10,-0.24
1.911,-0.06,0.07,-0.20
1.942,-0.14,0.06,-0.23
1.967,-0.13,0.09,-0.27
2.005,-0.08,0.09,-0.27
2.019,-0.06,0.06,-0.23
2.020,-0.06,0.09,-0.24
2.037,-0.05,0.07,-0.30
2.050,-0.04,0.11,-0.17
2.078,-0.07,0.09,-0.27
2.095,-0.04,0.06,-0.22
2.118,-0.08,0.11,-0.20
2.402,-0.08,0.11,-0.26
2.404,-0.06,0.09,-0.20
2.404,-0.04,-0.00,-0.20
2.405,-0.04,0.05,-0.20
2.406,-0.04,0.08,-0.20
2.407,-0.08,0.06,-0.22
2.410,-0.08,0.10,-0.19
2.411,-0.05,0.07,-0.23
2.412,-0.06,0.10,-0.19
2.413,0.15,-2.47,0.03
2.416,-0.52,0.47,4.54
2.419,0.72,1.50,1.47
2.424,0.64,0.98,2.03
2.456,1.13,0.67,2.09
2.466,0.41,0.09,-3.32
2.500,0.28,0.09,-5.28
2.508,-1.78,-1.76,-1.68
2.537,-1.57,-1.31,2.74
2.547,0.12,-0.02,1.16
2.561,0.68,0.37,-0.18
2.568,0.32,-0.07,-1.08
2.579,-0.16,-0.12,0.18
2.609,-0.56,0.14,0.05
2.622,-0.17,0.26,-0.26
2.632,0.52,0.33,-0.40
2.652,0.43,0.16,-0.37
2.677,-0.06,0.01,-0.12
2.694,-0.25,-0.01,-0.04
2.721,-0.23,0.00,-0.23
2.736,-0.11,0.02,-0.50
2.753,0.05,0.02,-0.36
2.781,0.08,0.10,-0.08
2.810,0.13,0.08,-0.06
2.841,0.16,0.13,-0.17
2.854,0.08,0.11,-0.23
2.887,0.04,0.12,-0.27
2.898,-0.03,0.08,-0.19
2.906,0.04,0.09,-0.19
2.928,0.18,0.09,-0.23
2.968,0.16,0.07,-0.21
2.985,0.05,0.08,-0.16
2.986,-0.01,0.06,-0.20
3.007,-0.00,0.07,-0.30
3.034,0.06,0.09,-0.28
3.136,0.11,0.07,-0.30
3.159,0.09,0.04,-0.15
3.161,0.08,0.03,-0.16
3.163,0.06,0.06,-0.16
3.165,0.06,0.08,-0.16
3.166,0.05,0.08,-0.27
3.179,0.09,0.10,-0.24
3.203,1.68,-2.73,-0.95
3.220,-0.80,0.03,4.78
3.236,-0.05,1.43,2.23
3.259,0.74,1.04,0.06
3.298,0.11,0.29,0.10
3.300,0.30,-0.39,-0.42
3.319,-0.76,-0.79,-0.82
3.344,-1.28,-0.85,-1.26
3.370,-0.06,-0.24,-1.52
3.417,0.78,0.39,0.40
3.423,0.80,0.57,0.43
3.438,0.18,0.16,0.03
3.452,-0.64,-0.22,-0.14
3.510,-0.80,0.08,-0.56
3.513,-0.10,0.10,-0.17
3.523,0.37,0.04,0.06
3.558,-0.02,-0.04,-0.28
3.622,-0.25,-0.01,-0.31
3.634,-0.15,-0.01,-0.19
3.635,-0.00,0.01,-0.19
3.645,0.06,0.01,-0.20
3.655,0.06,0.07,-0.19
3.699,0.05,0.04,-0.26
3.701,0.05,0.07,-0.19
3.727,-0.05,0.03,-0.24
3.744,-0.26,-0.07,-0.22
3.768,-0.20,-0.07,-0.20
3.800,-0.12,-0.05,-0.24
3.813,0.07,-0.01,-0.23
3.836,0.15,0.08,-0.18
3.860,0.10,0.05,-0.18
3.875,-0.01,0.05,-0.28
3.905,-0.01,0.03,-0.30
3.921,-0.08,0.02,-0.13
3.937,-0.08,0.01,-0.19
3.970,-0.01,0.01,-0.13
4.048,0.03,-0.02,-0.23
4.058,0.00,0.01,-0.26
4.059,-0.07,-0.02,-0.19
4.061,-0.10,0.01,-0.16
4.079,-0.07,0.05,-0.30
4.103,-0.03,-0.03,-0.22
4.120,0.06,-0.01,-0.22
4.137,0.35,0.05,0.25
4.161,-0.37,-0.30,0.48
4.179,-1.26,-0.19,-1.60
4.205,-0.91,-0.08,-1.56
4.221,0.91,0.26,0.78
4.241,1.74,0.50,0.11
4.554,1.00,0.19,-0.21
4.568,-0.25,-0.12,-0.11
4.569,-0.79,-0.06,-0.68
4.584,-0.29,0.07,-0.32
4.585,0.58,0.09,0.06
4.590,0.40,0.04,-0.10
4.597,0.24,0.08,-0.13
4.598,0.25,0.03,-0.20
4.600,0.08,0.03,-0.27
